total 178528
drwxrwxr-x 2 arykhalskiy arykhalskiy    12288 Apr 28 10:49 .
-rw-r----- 1 arykhalskiy arykhalskiy   286071 Apr 28 10:49 parquet-encoding-1.8.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy   390733 Apr 28 10:49 parquet-format-2.3.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy   250989 Apr 28 10:49 parquet-hadoop-1.8.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy  2796935 Apr 28 10:49 parquet-hadoop-bundle-1.6.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1048115 Apr 28 10:49 parquet-jackson-1.8.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy   533455 Apr 28 10:49 protobuf-java-2.5.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy   122774 Apr 28 10:49 py4j-0.10.7.jar
-rw-r----- 1 arykhalskiy arykhalskiy    94796 Apr 28 10:49 pyrolite-4.13.jar
-rw-r----- 1 arykhalskiy arykhalskiy 15487351 Apr 28 10:49 scala-compiler-2.11.8.jar
-rw-r----- 1 arykhalskiy arykhalskiy  5744974 Apr 28 10:49 scala-library-2.11.8.jar
-rw-r----- 1 arykhalskiy arykhalskiy   423753 Apr 28 10:49 scala-parser-combinators_2.11-1.0.4.jar
-rw-r----- 1 arykhalskiy arykhalskiy  4573750 Apr 28 10:49 scala-reflect-2.11.8.jar
-rw-r----- 1 arykhalskiy arykhalskiy   647891 Apr 28 10:49 scala-xml_2.11-1.0.4.jar
-rw-r----- 1 arykhalskiy arykhalskiy   771622 Apr 28 10:49 scalap-2.11.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy  3522616 Apr 28 10:49 shapeless_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    26176 Apr 28 10:49 slf4j-api-1.6.6.jar
-rw-r----- 1 arykhalskiy arykhalskiy     9711 Apr 28 10:49 slf4j-log4j12-1.6.6.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1056168 Apr 28 10:49 snappy-java-1.1.2.6.jar
-rw-r----- 1 arykhalskiy arykhalskiy    45573 Apr 28 10:49 spark-bagel_2.11-1.6.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy  9019391 Apr 28 10:49 spark-catalyst_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy 13106164 Apr 28 10:49 spark-core_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   708670 Apr 28 10:49 spark-graphx_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1309062 Apr 28 10:49 spark-hive_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    53014 Apr 28 10:49 spark-kvstore_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    76101 Apr 28 10:49 spark-launcher_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   183833 Apr 28 10:49 spark-mllib-local_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy  7738556 Apr 28 10:49 spark-mllib_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy  2381952 Apr 28 10:49 spark-network-common_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    67613 Apr 28 10:49 spark-network-shuffle_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   120323 Apr 28 10:49 spark-repl_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    30061 Apr 28 10:49 spark-sketch_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy  8704880 Apr 28 10:49 spark-sql_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    87177 Apr 28 10:49 spark-streaming-flume-sink_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   115366 Apr 28 10:49 spark-streaming-flume_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   286874 Apr 28 10:49 spark-streaming-kafka_2.11-1.6.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy  2170287 Apr 28 10:49 spark-streaming_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    15459 Apr 28 10:49 spark-tags_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    48939 Apr 28 10:49 spark-unsafe_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   651872 Apr 28 10:49 spark-yarn_2.11-2.3.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    87192 Apr 28 10:49 spire-macros_2.11-0.13.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy 10121868 Apr 28 10:49 spire_2.11-0.13.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy    23346 Apr 28 10:49 stax-api-1.0-2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   174351 Apr 28 10:49 stream-2.7.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy   384150 Apr 28 10:49 univocity-parsers-2.5.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy     2777 Apr 28 10:49 unused-1.0.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy    63777 Apr 28 10:49 validation-api-1.1.0.Final.jar
-rw-r----- 1 arykhalskiy arykhalskiy   144660 Apr 28 10:49 xbean-asm5-shaded-4.4.jar
-rw-r----- 1 arykhalskiy arykhalskiy    94672 Apr 28 10:49 xz-1.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy    64009 Apr 28 10:49 zkclient-0.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy   792964 Apr 28 10:49 zookeeper-3.4.6.jar
-rw-r----- 1 arykhalskiy arykhalskiy  2333186 Apr 28 10:49 zstd-jni-1.3.2-2.jar
